id,collection,role,title_bg,title_en,review_url_bg,review_url_en,api_url,source_count,source_ids,source_urls,license_statuses,has_open_license,has_public_reference_terms,has_license_or_reuse_status,needs_multi_source_review,editorial_status,blockers
event-prehistory-settlement,events,primary_entity,Едно от най-старите селища в света,One of the world's oldest settlements,/history#event-prehistory-settlement,/en/history#event-prehistory-settlement,/api/history/events.json,2,source-wikipedia-plovdiv|source-visit-plovdiv-the-antique-plovdiv,https://en.wikipedia.org/wiki/Plovdiv|https://www.visitplovdiv.com/en/node/520,open_license|public_reference_terms_unverified,true,true,true,false,needs_editorial_signoff,needs_independent_editorial_signoff
event-thracian-eumolpias,events,primary_entity,Тракийският град Евмолпия,The Thracian town of Eumolpias,/history#event-thracian-eumolpias,/en/history#event-thracian-eumolpias,/api/history/events.json,2,source-wikipedia-plovdiv|source-visit-plovdiv-the-antique-plovdiv,https://en.wikipedia.org/wiki/Plovdiv|https://www.visitplovdiv.com/en/node/520,open_license|public_reference_terms_unverified,true,true,true,false,needs_editorial_signoff,needs_independent_editorial_signoff
event-philip-philippopolis,events,primary_entity,Филип II и Филипопол,Philip II and Philippopolis,/history#event-philip-philippopolis,/en/history#event-philip-philippopolis,/api/history/events.json,2,source-wikipedia-plovdiv|source-visit-plovdiv-the-antique-plovdiv,https://en.wikipedia.org/wiki/Plovdiv|https://www.visitplovdiv.com/en/node/520,open_license|public_reference_terms_unverified,true,true,true,false,needs_editorial_signoff,needs_independent_editorial_signoff
event-roman-trimontium,events,primary_entity,Тримонциум — част от Римската империя,Trimontium joins the Roman Empire,/history#event-roman-trimontium,/en/history#event-roman-trimontium,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-roman-theatre,events,primary_entity,Изграждане на Античния театър,The Roman theatre is built,/history#event-roman-theatre,/en/history#event-roman-theatre,/api/history/events.json,2,source-wikipedia-plovdiv|source-visit-plovdiv-ancient-theatre,https://en.wikipedia.org/wiki/Plovdiv|https://www.visitplovdiv.com/en/node/522,open_license|public_reference_terms_unverified,true,true,true,false,needs_editorial_signoff,needs_independent_editorial_signoff
event-roman-stadium,events,primary_entity,Изграждане на Античния стадион,The Roman stadium is built,/history#event-roman-stadium,/en/history#event-roman-stadium,/api/history/events.json,2,source-wikipedia-plovdiv|source-ancient-stadium-of-philippopolis-site-history,https://en.wikipedia.org/wiki/Plovdiv|https://ancient-stadium-plovdiv.eu/?l=2&p=12,open_license|public_reference_terms_unverified,true,true,true,false,needs_editorial_signoff,needs_independent_editorial_signoff
event-goths-250,events,primary_entity,Опожаряване от готите,Sacked by the Goths,/history#event-goths-250,/en/history#event-goths-250,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-huns-441,events,primary_entity,Разрушение от хуните,Destroyed by the Huns,/history#event-huns-441,/en/history#event-huns-441,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-krum-812,events,primary_entity,Хан Крум превзема града,Khan Krum takes the city,/history#event-krum-812,/en/history#event-krum-812,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-malamir-834,events,primary_entity,В пределите на България,Into the Bulgarian Empire,/history#event-malamir-834,/en/history#event-malamir-834,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-barbarossa-1189,events,primary_entity,Третият кръстоносен поход,The Third Crusade,/history#event-barbarossa-1189,/en/history#event-barbarossa-1189,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-ivan-asen-1230,events,primary_entity,Иван Асен II си връща града,Ivan Asen II reclaims the city,/history#event-ivan-asen-1230,/en/history#event-ivan-asen-1230,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-bulgaria-1323,events,primary_entity,Окончателно българско владение,Definitive Bulgarian rule,/history#event-bulgaria-1323,/en/history#event-bulgaria-1323,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-ottoman-1364,events,primary_entity,Османско завладяване — Филибе,Ottoman conquest — Filibe,/history#event-ottoman-1364,/en/history#event-ottoman-1364,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-haf-z-ahmed-pasha-q367949,events,primary_entity,Раждане на Хафъз Ахмед паша,Birth of Hafız Ahmed Pasha,/history#event-birth-haf-z-ahmed-pasha-q367949,/en/history#event-birth-haf-z-ahmed-pasha-q367949,/api/history/events.json,1,source-wikipedia-haf-z-ahmed-pasha,https://en.wikipedia.org/wiki/Haf%C4%B1z_Ahmed_Pasha,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-eugenius-ii-of-constantinople-q1884172,events,primary_entity,Раждане на Евгений II Константинополски,Birth of Eugenius II of Constantinople,/history#event-birth-eugenius-ii-of-constantinople-q1884172,/en/history#event-birth-eugenius-ii-of-constantinople-q1884172,/api/history/events.json,1,source-wikipedia-eugenius-ii-of-constantinople,https://en.wikipedia.org/wiki/Eugenius_II_of_Constantinople,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-georgios-kleovoulos-q18912873,events,primary_entity,Раждане на Георгиос Клеовулос,Birth of Georgios Kleovoulos,/history#event-birth-georgios-kleovoulos-q18912873,/en/history#event-birth-georgios-kleovoulos-q18912873,/api/history/events.json,1,source-wikipedia-georgios-kleovoulos,https://en.wikipedia.org/wiki/Georgios_Kleovoulos,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-first-school-1836,events,primary_entity,Първото българско училище,The first Bulgarian school,/history#event-first-school-1836,/en/history#event-first-school-1836,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-ivan-evstratiev-geshov-q523393,events,primary_entity,Раждане на Иван Евстратиев Гешов,Birth of Ivan Evstratiev Geshov,/history#event-birth-ivan-evstratiev-geshov-q523393,/en/history#event-birth-ivan-evstratiev-geshov-q523393,/api/history/events.json,1,source-wikipedia-ivan-evstratiev-geshov,https://en.wikipedia.org/wiki/Ivan_Evstratiev_Geshov,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-konstantin-stoilov-q523488,events,primary_entity,Раждане на Константин Стоилов,Birth of Konstantin Stoilov,/history#event-birth-konstantin-stoilov-q523488,/en/history#event-birth-konstantin-stoilov-q523488,/api/history/events.json,1,source-wikipedia-konstantin-stoilov,https://en.wikipedia.org/wiki/Konstantin_Stoilov,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-bulgarian-liturgy-1858,events,primary_entity,Литургия на български език,Liturgy in Bulgarian,/history#event-bulgarian-liturgy-1858,/en/history#event-bulgarian-liturgy-1858,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-sehbenderzade-ahmed-hilmi-q4695337,events,primary_entity,Раждане на Ахмед Хилми от Пловдив,Birth of Şehbenderzade Ahmed Hilmi,/history#event-birth-sehbenderzade-ahmed-hilmi-q4695337,/en/history#event-birth-sehbenderzade-ahmed-hilmi-q4695337,/api/history/events.json,1,source-wikipedia-ahmed-hilmi-of-filibe,https://en.wikipedia.org/wiki/Ahmed_Hilmi_of_Filibe,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-mary-m-haskell-q27881208,events,primary_entity,Раждане на Мери Хаскел,Birth of Mary M. Haskell,/history#event-birth-mary-m-haskell-q27881208,/en/history#event-birth-mary-m-haskell-q27881208,/api/history/events.json,1,source-wikipedia-mary-m-haskell,https://en.wikipedia.org/wiki/Mary_M._Haskell,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-panayot-pipkov-q2048895,events,primary_entity,Раждане на Панайот Пипков,Birth of Panayot Pipkov,/history#event-birth-panayot-pipkov-q2048895,/en/history#event-birth-panayot-pipkov-q2048895,/api/history/events.json,1,source-wikipedia-panayot-pipkov,https://en.wikipedia.org/wiki/Panayot_Pipkov,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-maria-toromanova-hmelik-q19902875,events,primary_entity,Раждане на Мария Тороманова-Хмелик,Birth of Maria Toromanova-Hmelik,/history#event-birth-maria-toromanova-hmelik-q19902875,/en/history#event-birth-maria-toromanova-hmelik-q19902875,/api/history/events.json,1,source-wikipedia-maria-toromanova-hmelik,https://en.wikipedia.org/wiki/Maria_Toromanova-Hmelik,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-christos-tsigiridis-q5113595,events,primary_entity,Раждане на Христос Цигиридис,Birth of Christos Tsigiridis,/history#event-birth-christos-tsigiridis-q5113595,/en/history#event-birth-christos-tsigiridis-q5113595,/api/history/events.json,1,source-wikipedia-christos-tsigiridis,https://en.wikipedia.org/wiki/Christos_Tsigiridis,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-mihail-gerdzhikov-q439762,events,primary_entity,Раждане на Михаил Герджиков,Birth of Mihail Gerdzhikov,/history#event-birth-mihail-gerdzhikov-q439762,/en/history#event-birth-mihail-gerdzhikov-q439762,/api/history/events.json,1,source-wikipedia-mihail-gerdzhikov,https://en.wikipedia.org/wiki/Mihail_Gerdzhikov,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-bigal-mehmet-cavus-q40091527,events,primary_entity,Раждане на Бигалъ Мехмет Чавуш,Birth of Bigalı Mehmet Çavuş,/history#event-birth-bigal-mehmet-cavus-q40091527,/en/history#event-birth-bigal-mehmet-cavus-q40091527,/api/history/events.json,1,source-wikipedia-bigal-mehmet-cavus,https://en.wikipedia.org/wiki/Bigal%C4%B1_Mehmet_%C3%87avu%C5%9F,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-liberation-1878,events,primary_entity,Освобождение,Liberation,/history#event-liberation-1878,/en/history#event-liberation-1878,/api/history/events.json,2,source-wikipedia-plovdiv|source-regional-history-museum-plovdiv-the-liberation-of-plovdiv,https://en.wikipedia.org/wiki/Plovdiv|https://rimplovdiv.com/en/2026/01/16/the-liberation-of-plovdiv-16-january-1878/,open_license|public_reference_terms_unverified,true,true,true,false,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-01-atanas-samokovliev,events,primary_entity,Кмет: Атанас Самоковлиев,Mayor: Атанас Самоковлиев,/history#event-mayor-01-atanas-samokovliev,/en/history#event-mayor-01-atanas-samokovliev,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-02-kostaki-peev,events,primary_entity,Кмет: Костаки Пеев,Mayor: Костаки Пеев,/history#event-mayor-02-kostaki-peev,/en/history#event-mayor-02-kostaki-peev,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-eastern-rumelia-1878,events,primary_entity,Столица на Източна Румелия,Capital of Eastern Rumelia,/history#event-eastern-rumelia-1878,/en/history#event-eastern-rumelia-1878,/api/history/events.json,1,source-wikipedia-plovdiv,https://en.wikipedia.org/wiki/Plovdiv,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-enis-akaygen-q6067938,events,primary_entity,Раждане на Енис Акайген,Birth of Enis Akaygen,/history#event-birth-enis-akaygen-q6067938,/en/history#event-birth-enis-akaygen-q6067938,/api/history/events.json,1,source-wikipedia-enis-akaygen,https://en.wikipedia.org/wiki/Enis_Akaygen,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-03-ivan-stefanov-geshov,events,primary_entity,Кмет: Иван Стефанов Гешов,Mayor: Иван Стефанов Гешов,/history#event-mayor-03-ivan-stefanov-geshov,/en/history#event-mayor-03-ivan-stefanov-geshov,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-ali-r-za-artunkal-q6086393,events,primary_entity,Раждане на Али Ръза Артунгкал,Birth of Ali Rıza Artunkal,/history#event-birth-ali-r-za-artunkal-q6086393,/en/history#event-birth-ali-r-za-artunkal-q6086393,/api/history/events.json,1,source-wikipedia-ali-r-za-artunkal,https://en.wikipedia.org/wiki/Ali_R%C4%B1za_Artunkal,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-elisaveta-konsulova-vazova-q12279745,events,primary_entity,Раждане на Елисавета Консулова-Вазова,Birth of Elisaveta Konsulova-Vazova,/history#event-birth-elisaveta-konsulova-vazova-q12279745,/en/history#event-birth-elisaveta-konsulova-vazova-q12279745,/api/history/events.json,1,source-wikipedia-elisaveta-konsulova-vazova,https://en.wikipedia.org/wiki/Elisaveta_Konsulova-Vazova,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-georgi-atanasov-q5547103,events,primary_entity,Раждане на Георги Атанасов,Birth of Georgi Atanasov,/history#event-birth-georgi-atanasov-q5547103,/en/history#event-birth-georgi-atanasov-q5547103,/api/history/events.json,1,source-wikipedia-georgi-atanasov,https://en.wikipedia.org/wiki/Georgi_Atanasov_(composer),open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-04-d-r-sotir-antoniadi,events,primary_entity,Кмет: д-р Сотир Антониади,Mayor: д-р Сотир Антониади,/history#event-mayor-04-d-r-sotir-antoniadi,/en/history#event-mayor-04-d-r-sotir-antoniadi,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-05-petko-karavelov,events,primary_entity,Кмет: Петко Каравелов,Mayor: Петко Каравелов,/history#event-mayor-05-petko-karavelov,/en/history#event-mayor-05-petko-karavelov,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-josaphat-chichkov-q6279177,events,primary_entity,Раждане на Йосафат Шишков,Birth of Josaphat Chichkov,/history#event-birth-josaphat-chichkov-q6279177,/en/history#event-birth-josaphat-chichkov-q6279177,/api/history/events.json,1,source-wikipedia-josaphat-chichkov,https://en.wikipedia.org/wiki/Josaphat_Chichkov,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-06-hafuz-ahmed-efendi,events,primary_entity,Кмет: Хафуз Ахмед ефенди,Mayor: Хафуз Ахмед ефенди,/history#event-mayor-06-hafuz-ahmed-efendi,/en/history#event-mayor-06-hafuz-ahmed-efendi,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-07-kostaki-peev,events,primary_entity,Кмет: Костаки Пеев,Mayor: Костаки Пеев,/history#event-mayor-07-kostaki-peev,/en/history#event-mayor-07-kostaki-peev,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-unification-1885,events,primary_entity,Съединението на България,The Unification of Bulgaria,/history#event-unification-1885,/en/history#event-unification-1885,/api/history/events.json,2,source-wikipedia-plovdiv|source-museu-ms-the-unification-of-bulgaria-of-1885,https://en.wikipedia.org/wiki/Plovdiv|https://museu.ms/museum/details/16378/the-unification-of-bulgaria-of-1885,open_license|public_reference_terms_unverified,true,true,true,false,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-08-hristo-dyukmedzhiev,events,primary_entity,Кмет: Христо Дюкмеджиев,Mayor: Христо Дюкмеджиев,/history#event-mayor-08-hristo-dyukmedzhiev,/en/history#event-mayor-08-hristo-dyukmedzhiev,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-aleksandra-monedzhikova-q28324141,events,primary_entity,Раждане на Александра Монеджикова,Birth of Aleksandra Monedzhikova,/history#event-birth-aleksandra-monedzhikova-q28324141,/en/history#event-birth-aleksandra-monedzhikova-q28324141,/api/history/events.json,1,source-wikipedia-aleksandra-monedzhikova,https://en.wikipedia.org/wiki/Aleksandra_Monedzhikova,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-boris-grezhov-q12273675,events,primary_entity,Раждане на Борис Грежов,Birth of Boris Grezhov,/history#event-birth-boris-grezhov-q12273675,/en/history#event-birth-boris-grezhov-q12273675,/api/history/events.json,1,source-wikipedia-boris-grezov,https://en.wikipedia.org/wiki/Boris_Grezov,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-pavel-patev-q12289650,events,primary_entity,Раждане на Павел Патев,Birth of Pavel Patev,/history#event-birth-pavel-patev-q12289650,/en/history#event-birth-pavel-patev-q12289650,/api/history/events.json,1,source-wikipedia-pavel-patev,https://en.wikipedia.org/wiki/Pavel_Patev,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-stoyan-zagorchinov-q3492916,events,primary_entity,Раждане на Стоян Загорчинов,Birth of Stoyan Zagorchinov,/history#event-birth-stoyan-zagorchinov-q3492916,/en/history#event-birth-stoyan-zagorchinov-q3492916,/api/history/events.json,1,source-wikipedia-stoyan-zagorchinov,https://en.wikipedia.org/wiki/Stoyan_Zagorchinov,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-konstantin-lukash-q4268731,events,primary_entity,Раждане на Константин Лукаш,Birth of Konstantin Lukash,/history#event-birth-konstantin-lukash-q4268731,/en/history#event-birth-konstantin-lukash-q4268731,/api/history/events.json,1,source-wikipedia-konstantin-lukash,https://en.wikipedia.org/wiki/Konstantin_Lukash,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-09-dimitr-sveshtarov,events,primary_entity,Кмет: Димитър Свещаров,Mayor: Димитър Свещаров,/history#event-mayor-09-dimitr-sveshtarov,/en/history#event-mayor-09-dimitr-sveshtarov,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-kemal-yas-nk-l-c-q19611675,events,primary_entity,Раждане на Кемал Яшънкълъч,Birth of Kemal Yaşınkılıç,/history#event-birth-kemal-yas-nk-l-c-q19611675,/en/history#event-birth-kemal-yas-nk-l-c-q19611675,/api/history/events.json,1,source-wikipedia-kemal-yas-nk-l-c,https://en.wikipedia.org/wiki/Kemal_Ya%C5%9F%C4%B1nk%C4%B1l%C4%B1%C3%A7,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-event-1892-first-exposition,events,primary_entity,Първо българско земеделско-промишлено изложение,First Bulgarian Agricultural and Industrial Exhibition,/history#event-event-1892-first-exposition,/en/history#event-event-1892-first-exposition,/api/history/events.json,1,source-international-fair-plovdiv-1892,https://www.fair.bg/uploads/event/form/file/5d15dd4f521c7017390091.pdf,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-fair-1892,events,primary_entity,Първото международно изложение,The first international fair,/history#event-fair-1892,/en/history#event-fair-1892,/api/history/events.json,2,source-bta-august-15-1892-first-agricultural-and-industrial-exhibition-in-bulgaria-open|source-international-fair-plovdiv-1892,https://www.bta.bg/en/news/archives/949332-august-15-1892-first-agricultural-and-industrial-exhibition-in-bulgaria-opens-|https://www.fair.bg/uploads/event/form/file/5d15dd4f521c7017390091.pdf,public_reference_terms_unverified,false,true,true,false,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-10-stefan-kalchev,events,primary_entity,Кмет: Стефан Калчев,Mayor: Стефан Калчев,/history#event-mayor-10-stefan-kalchev,/en/history#event-mayor-10-stefan-kalchev,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-11-angel-semerdzhiev,events,primary_entity,Кмет: Ангел Семерджиев,Mayor: Ангел Семерджиев,/history#event-mayor-11-angel-semerdzhiev,/en/history#event-mayor-11-angel-semerdzhiev,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-12-konstantin-hadzhikalchov,events,primary_entity,Кмет: Константин Хаджикалчов,Mayor: Константин Хаджикалчов,/history#event-mayor-12-konstantin-hadzhikalchov,/en/history#event-mayor-12-konstantin-hadzhikalchov,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-13-mancho-manev,events,primary_entity,Кмет: Манчо Манев,Mayor: Манчо Манев,/history#event-mayor-13-mancho-manev,/en/history#event-mayor-13-mancho-manev,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-armand-tokatyan-q4792706,events,primary_entity,Раждане на Арманд Токатян,Birth of Armand Tokatyan,/history#event-birth-armand-tokatyan-q4792706,/en/history#event-birth-armand-tokatyan-q4792706,/api/history/events.json,1,source-wikipedia-armand-tokatyan,https://en.wikipedia.org/wiki/Armand_Tokatyan,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-14-nikola-chalkov,events,primary_entity,Кмет: Никола Чалъков,Mayor: Никола Чалъков,/history#event-mayor-14-nikola-chalkov,/en/history#event-mayor-14-nikola-chalkov,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-15-mihail-madzharov,events,primary_entity,Кмет: Михаил Маджаров,Mayor: Михаил Маджаров,/history#event-mayor-15-mihail-madzharov,/en/history#event-mayor-15-mihail-madzharov,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-16-danail-yurukov,events,primary_entity,Кмет: Данаил Юруков,Mayor: Данаил Юруков,/history#event-mayor-16-danail-yurukov,/en/history#event-mayor-16-danail-yurukov,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-apostolos-nikolaidis-q331223,events,primary_entity,Раждане на Апостолос Николаидис,Birth of Apostolos Nikolaidis,/history#event-birth-apostolos-nikolaidis-q331223,/en/history#event-birth-apostolos-nikolaidis-q331223,/api/history/events.json,1,source-wikipedia-apostolos-nikolaidis,https://en.wikipedia.org/wiki/Apostolos_Nikolaidis_(athlete),open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-birth-tsanko-lavrenov-q7849377,events,primary_entity,Раждане на Цанко Лавренов,Birth of Tsanko Lavrenov,/history#event-birth-tsanko-lavrenov-q7849377,/en/history#event-birth-tsanko-lavrenov-q7849377,/api/history/events.json,1,source-wikipedia-tsanko-lavrenov,https://en.wikipedia.org/wiki/Tsanko_Lavrenov,open_license,true,false,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-17-hristo-g-danov,events,primary_entity,Кмет: Христо Г. Данов,Mayor: Христо Г. Данов,/history#event-mayor-17-hristo-g-danov,/en/history#event-mayor-17-hristo-g-danov,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-finance-1897-bnb-refinance-loan,events,primary_entity,"Разрешен, но нереализиран заем от БНБ за рефинансиране на общинския дълг",Authorised but unrealised BNB refinancing loan for municipal debt,/history#event-finance-1897-bnb-refinance-loan,/en/history#event-finance-1897-bnb-refinance-loan,/api/history/events.json,1,source-rim-plovdiv-municipality-1886-1944,https://rimplovdiv.com/wp-content/uploads/2025/12/rolqta.pdf,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-finance-1898-actual-revenue,events,primary_entity,Реални приходи през 1898 г.,Actual revenue in 1898,/history#event-finance-1898-actual-revenue,/en/history#event-finance-1898-actual-revenue,/api/history/events.json,1,source-rim-plovdiv-municipality-1886-1944,https://rimplovdiv.com/wp-content/uploads/2025/12/rolqta.pdf,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-finance-1898-planned-budget,events,primary_entity,Бюджет на Пловдив за 1898 г.,Plovdiv budget for 1898,/history#event-finance-1898-planned-budget,/en/history#event-finance-1898-planned-budget,/api/history/events.json,1,source-rim-plovdiv-municipality-1886-1944,https://rimplovdiv.com/wp-content/uploads/2025/12/rolqta.pdf,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-finance-1899-actual-revenue,events,primary_entity,Неизпълнени приходи през 1899 г.,Under-collected revenue in 1899,/history#event-finance-1899-actual-revenue,/en/history#event-finance-1899-actual-revenue,/api/history/events.json,1,source-rim-plovdiv-municipality-1886-1944,https://rimplovdiv.com/wp-content/uploads/2025/12/rolqta.pdf,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
event-mayor-18-nikola-chalkov,events,primary_entity,Кмет: Никола Чалъков,Mayor: Никола Чалъков,/history#event-mayor-18-nikola-chalkov,/en/history#event-mayor-18-nikola-chalkov,/api/history/events.json,1,source-plovdiv-mayor-archive,https://www.plovdiv.bg/administration/mayor/mayors-of-plovdiv/,public_reference_terms_unverified,false,true,true,true,needs_editorial_signoff,needs_independent_editorial_signoff
